2.670299999999999940e+01 2.842500000000000071e+01 2.810800000000000054e+01 2.841100000000000136e+01 2.963400000000000034e+01 2.781299999999999883e+01 2.951399999999999935e+01 2.757000000000000028e+01 2.828300000000000125e+01 2.856500000000000128e+01
4.000000000000000000e+01 4.000000000000000000e+01 3.710499999999999687e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 3.752100000000000080e+01 4.000000000000000000e+01 3.770000000000000284e+01
3.329599999999999937e+01 3.221399999999999864e+01 3.100400000000000134e+01 3.277400000000000091e+01 3.468900000000000006e+01 3.231000000000000227e+01 3.865299999999999869e+01 3.245600000000000307e+01 3.196600000000000108e+01 3.064699999999999847e+01
4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01
2.636400000000000077e+01 2.689499999999999957e+01 2.689999999999999858e+01 2.608299999999999841e+01 3.040599999999999881e+01 2.611299999999999955e+01 3.257099999999999795e+01 2.624599999999999866e+01 2.621499999999999986e+01 2.778300000000000125e+01
2.669399999999999906e+01 2.620899999999999963e+01 2.629700000000000060e+01 2.660999999999999943e+01 3.257500000000000284e+01 2.551500000000000057e+01 4.000000000000000000e+01 2.776500000000000057e+01 2.635800000000000054e+01 2.763100000000000023e+01
2.658599999999999852e+01 2.385000000000000142e+01 2.497299999999999898e+01 2.615500000000000114e+01 2.661199999999999832e+01 2.470799999999999841e+01 2.564499999999999957e+01 2.494000000000000128e+01 2.582600000000000051e+01 2.489199999999999946e+01
3.260199999999999676e+01 3.081500000000000128e+01 3.163599999999999923e+01 3.122400000000000020e+01 3.256300000000000239e+01 3.134900000000000020e+01 3.251599999999999824e+01 3.165800000000000125e+01 3.164099999999999824e+01 3.189399999999999835e+01
2.489900000000000091e+01 2.443100000000000094e+01 2.421999999999999886e+01 2.413200000000000145e+01 2.787099999999999866e+01 2.370799999999999841e+01 3.010900000000000176e+01 2.594200000000000017e+01 2.428999999999999915e+01 2.507300000000000040e+01
2.298999999999999844e+01 2.279599999999999937e+01 2.270400000000000063e+01 2.292899999999999849e+01 2.587999999999999901e+01 2.248600000000000065e+01 2.886799999999999855e+01 2.363299999999999912e+01 2.269000000000000128e+01 2.402599999999999980e+01
2.868499999999999872e+01 2.928800000000000026e+01 2.797500000000000142e+01 2.776800000000000068e+01 4.000000000000000000e+01 2.764999999999999858e+01 4.000000000000000000e+01 3.039399999999999835e+01 2.854200000000000159e+01 3.075000000000000000e+01
2.307799999999999940e+01 2.303200000000000003e+01 2.273400000000000176e+01 2.269000000000000128e+01 2.674200000000000088e+01 2.208999999999999986e+01 2.839600000000000080e+01 2.428399999999999892e+01 2.250499999999999901e+01 2.425199999999999889e+01
3.209700000000000131e+01 2.967599999999999838e+01 3.044999999999999929e+01 3.146399999999999864e+01 3.479899999999999949e+01 3.014499999999999957e+01 4.000000000000000000e+01 3.261800000000000210e+01 2.936599999999999966e+01 3.196099999999999852e+01
3.072400000000000020e+01 3.206700000000000017e+01 3.325200000000000244e+01 3.174800000000000111e+01 3.609300000000000352e+01 3.142599999999999838e+01 3.665100000000000335e+01 3.178999999999999915e+01 3.247599999999999909e+01 3.254099999999999682e+01
3.210499999999999687e+01 3.016700000000000159e+01 2.991100000000000136e+01 3.273100000000000165e+01 3.267300000000000182e+01 2.912000000000000099e+01 3.256799999999999784e+01 3.198000000000000043e+01 3.015700000000000003e+01 2.994399999999999906e+01
2.691900000000000048e+01 2.571199999999999974e+01 2.476999999999999957e+01 2.615599999999999881e+01 3.134299999999999997e+01 2.403800000000000026e+01 3.283500000000000085e+01 2.677700000000000102e+01 2.485600000000000165e+01 2.626300000000000168e+01
4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01
2.015099999999999980e+01 2.038700000000000045e+01 1.976500000000000057e+01 1.990099999999999980e+01 2.162199999999999989e+01 1.898999999999999844e+01 2.189399999999999835e+01 1.994900000000000162e+01 1.929599999999999937e+01 2.096799999999999997e+01
